event,league,date,fighter_1,fighter_2,winner,match_arm,f1_age,f2_age,f1_style_dominant,f1_style_additional,f2_style_dominant,f2_style_additional,f1_weight,f2_weight,weight_advantage,f1_height,f2_height,height_advantage,f1_country,f2_country,f1_travel_penalty,f2_travel_penalty,domestic_advantage,travel_type,label,f1_style_combo_success_percent,f2_style_combo_success_percent,athlete1_style_advantage_rate,f1_gender,f2_gender,f1_is_current_title_holder,f2_is_current_title_holder,f1_days_from_last_match,f2_days_from_last_match,f1_low_rank_predictions,f1_high_rank_predictions,f2_low_rank_predictions,f2_high_rank_predictions,f1_all_rank_predictions,f2_all_rank_predictions,f1_left_winning_streak,f1_right_winning_streak,f1_winrate_last_5,f2_left_winning_streak,f2_right_winning_streak,f2_winrate_last_5,f1_domestic_win_rate,f1_transatlantic_win_rate,f2_domestic_win_rate,f2_transatlantic_win_rate,num_shared_opponents_value,mma_math_positive,mma_math_negative,has_head_to_head,head_to_head_result,second_order_mma_math_difference,second_order_mma_math_positive,second_order_mma_math_negative
East vs West 13,EvW,"July 6, 2024",Davit Samushia,Sasho Andreev,Davit Samushia,Right,33.0,28.0,Press,Hook,Hook,,85.0,88.0,-3.0,178.0,169.0,9.0,Georgia,Bulgaria,0,0,0,domestic,1,82.4,42.9,83.3,male,male,True,False,77,77,5,2,7,1,10,14,0,8,1.0,0,0,0.5,0.833,0.5,0.4,0.5,-1,0,1,0,0,0,0,0
East vs West 13,EvW,"July 6, 2024",Sasho Andreev,Davit Samushia,Davit Samushia,Right,28.0,33.0,Hook,,Press,Hook,88.0,85.0,3.0,169.0,178.0,-9.0,Bulgaria,Georgia,0,0,0,domestic,0,42.9,82.4,16.7,male,male,False,True,77,77,7,1,5,2,14,10,0,0,0.5,0,8,1.0,0.4,0.5,0.833,0.5,-1,1,0,0,0,0,0,0
East vs West 13,EvW,"July 6, 2024",Vitaly Laletin,Artyom Morozov,Vitaly Laletin,Right,35.0,27.0,Toproll,,Toproll,Hook,140.0,142.0,-2.0,205.0,195.0,10.0,Russia,Kazakhstan,0,0,0,domestic,1,50.0,53.4,50.0,male,male,False,False,35,35,11,4,8,0,20,17,2,0,0.6,7,0,0.8,0.778,0.5,0.733,1.0,-1,0,1,0,0,3,5,2
East vs West 13,EvW,"July 6, 2024",Artyom Morozov,Vitaly Laletin,Vitaly Laletin,Right,27.0,35.0,Toproll,Hook,Toproll,,142.0,140.0,2.0,195.0,205.0,-10.0,Kazakhstan,Russia,0,0,0,domestic,0,53.4,50.0,50.0,male,male,False,False,35,35,8,0,11,4,17,20,7,0,0.8,2,0,0.6,0.733,1.0,0.778,0.5,-1,1,0,0,0,-3,2,5
East vs West 12,EvW,"April 20, 2024",Stoyan Golemanov,Brandon Ellsessor,Stoyan Golemanov,Right,43.0,34.0,Toproll,Hook,Hook,Toproll,100.0,85.0,15.0,185.0,182.0,3.0,Bulgaria,United States Of America,0,0,0,domestic,1,53.4,39.7,59.6,male,male,False,False,0,350,5,2,0,0,9,2,0,0,0.0,0,0,0.0,1.0,0.5,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 12,EvW,"April 20, 2024",Brandon Ellsessor,Stoyan Golemanov,Stoyan Golemanov,Right,34.0,43.0,Hook,Toproll,Toproll,Hook,85.0,100.0,-15.0,182.0,185.0,-3.0,United States Of America,Bulgaria,0,0,0,domestic,0,39.7,53.4,40.4,male,male,False,False,350,0,0,0,5,2,2,9,0,0,0.0,0,0,0.0,0.0,0.5,1.0,0.5,0,0,0,0,0,0,0,0
East vs West 12,EvW,"April 20, 2024",Betkili Oniani,Talgat Aktaev,Betkili Oniani,Left,28.0,28.0,Hook,Press,Hook,Side,95.0,95.0,0.0,190.0,183.0,7.0,Georgia,Kazakhstan,0,0,0,domestic,1,37.2,44.2,50.0,male,male,False,False,798,0,4,1,6,1,7,9,0,0,0.0,0,0,0.0,0.6,0.5,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 12,EvW,"April 20, 2024",Talgat Aktaev,Betkili Oniani,Betkili Oniani,Left,28.0,28.0,Hook,Side,Hook,Press,95.0,95.0,-0.0,183.0,190.0,-7.0,Kazakhstan,Georgia,0,0,0,domestic,0,44.2,37.2,50.0,male,male,False,False,0,798,6,1,4,1,9,7,0,0,0.0,0,0,0.0,0.0,0.5,0.6,0.5,0,0,0,0,0,0,0,0
East vs West 12,EvW,"April 20, 2024",Petro Marharint,Nugzari Chikadze,Petro Marharint,Right,36.0,27.0,Hook,Side,Side,Toproll,105.0,105.0,0.0,180.0,173.0,7.0,Ukraine,Georgia,0,0,0,domestic,1,44.2,69.2,32.1,male,male,False,False,0,0,9,1,3,0,13,5,0,0,0.0,0,0,0.0,1.0,0.5,0.667,1.0,0,0,0,0,0,0,0,0
East vs West 12,EvW,"April 20, 2024",Nugzari Chikadze,Petro Marharint,Petro Marharint,Right,27.0,36.0,Side,Toproll,Hook,Side,105.0,105.0,-0.0,173.0,180.0,-7.0,Georgia,Ukraine,0,0,0,domestic,0,69.2,44.2,67.9,male,male,False,False,0,0,3,0,9,1,5,13,0,0,0.0,0,0,0.0,0.667,1.0,1.0,0.5,0,0,0,0,0,0,0,0
East vs West 12,EvW,"April 20, 2024",Ibragim Sagov,Sandris Sedis,Ibragim Sagov,Right,35.0,31.0,Press,Side,Toproll,Hook,115.0,114.0,1.0,192.0,194.0,-2.0,Russia,Latvia,0,0,0,domestic,1,50.0,53.4,54.5,male,male,False,False,238,266,7,0,4,0,11,7,0,0,0.0,0,4,1.0,0.6,0.5,0.6,1.0,0,0,0,0,0,1,1,0
East vs West 12,EvW,"April 20, 2024",Sandris Sedis,Ibragim Sagov,Ibragim Sagov,Right,31.0,35.0,Toproll,Hook,Press,Side,114.0,115.0,-1.0,194.0,192.0,2.0,Latvia,Russia,0,0,0,domestic,0,53.4,50.0,45.5,male,male,False,False,266,238,4,0,7,0,7,11,0,4,1.0,0,0,0.0,0.6,1.0,0.6,0.5,0,0,0,0,0,-1,0,1
East vs West 12,EvW,"April 20, 2024",Fia Reisek,Ekaterina Nikisheva,Fia Reisek,Left,40.0,34.0,Toproll,,Toproll,Hook,71.0,65.0,6.0,170.0,178.0,-8.0,Sweden,Russia,0,0,0,domestic,1,50.0,53.4,50.0,male,male,False,False,161,0,7,2,3,0,10,5,0,2,1.0,0,0,0.0,1.0,1.0,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 12,EvW,"April 20, 2024",Ekaterina Nikisheva,Fia Reisek,Fia Reisek,Left,34.0,40.0,Toproll,Hook,Toproll,,65.0,71.0,-6.0,178.0,170.0,8.0,Russia,Sweden,0,0,0,domestic,0,53.4,50.0,50.0,male,male,False,False,0,161,3,0,7,2,5,10,0,0,0.0,0,2,1.0,0.0,0.5,1.0,1.0,0,0,0,0,0,0,0,0
East vs West 12,EvW,"April 20, 2024",Artur Makarov,Mindaugas Tarasaitis,Artur Makarov,Right,31.0,34.0,Hook,Toproll,Toproll,Side,77.0,76.0,1.0,174.0,178.0,-4.0,Russia,Lithuania,0,0,0,domestic,1,39.7,53.3,40.4,male,male,False,False,238,91,6,2,6,1,9,14,0,0,0.0,0,3,0.8,0.75,0.5,0.778,0.5,0,0,0,0,0,0,0,0
East vs West 12,EvW,"April 20, 2024",Mindaugas Tarasaitis,Artur Makarov,Artur Makarov,Right,34.0,31.0,Toproll,Side,Hook,Toproll,76.0,77.0,-1.0,178.0,174.0,4.0,Lithuania,Russia,0,0,0,domestic,0,53.3,39.7,59.6,male,male,False,False,91,238,6,1,6,2,14,9,0,3,0.8,0,0,0.0,0.778,0.5,0.75,0.5,0,0,0,0,0,0,0,0
East vs West 12,EvW,"April 20, 2024",Kamil Jablonski,Tobias Sporrong,Kamil Jablonski,Left,39.0,27.0,Press,,Side,Hook,128.0,130.0,-2.0,189.0,193.0,-4.0,Poland,Sweden,0,0,0,domestic,1,50.0,47.4,50.0,male,male,False,False,161,350,5,1,3,1,6,8,0,0,0.0,0,0,0.25,0.429,0.5,0.4,0.0,0,0,0,0,0,0,0,0
East vs West 12,EvW,"April 20, 2024",Tobias Sporrong,Kamil Jablonski,Kamil Jablonski,Left,27.0,39.0,Side,Hook,Press,,130.0,128.0,2.0,193.0,189.0,4.0,Sweden,Poland,0,0,0,domestic,0,47.4,50.0,50.0,male,male,False,False,350,161,3,1,5,1,8,6,0,0,0.25,0,0,0.0,0.4,0.0,0.429,0.5,0,0,0,0,0,0,0,0
East vs West 12,EvW,"April 20, 2024",Leonidas Arkona,Aleksandr Beziazykov,Leonidas Arkona,Right,26.0,24.0,Toproll,Hook,Toproll,Hook,128.0,116.0,12.0,182.0,195.0,-13.0,Germany,Russia,0,0,0,domestic,1,53.4,53.4,50.0,male,male,False,False,133,567,2,0,6,1,2,12,0,0,0.0,0,0,0.67,0.667,0.0,0.6,0.5,0,0,0,0,0,0,0,0
East vs West 12,EvW,"April 20, 2024",Aleksandr Beziazykov,Leonidas Arkona,Leonidas Arkona,Right,24.0,26.0,Toproll,Hook,Toproll,Hook,116.0,128.0,-12.0,195.0,182.0,13.0,Russia,Germany,0,0,0,domestic,0,53.4,53.4,50.0,male,male,False,False,567,133,6,1,2,0,12,2,0,0,0.67,0,0,0.0,0.6,0.5,0.667,0.0,0,0,0,0,0,0,0,0
East vs West 12,EvW,"April 20, 2024",Michael Todd,Frank Lamparelli,Michael Todd,Right,51.0,46.0,King's Move,Side,Toproll,,105.0,115.0,-10.0,191.0,191.0,0.0,United States Of America,Italy,0,0,0,domestic,1,45.5,50.0,0.0,male,male,False,False,455,161,7,1,2,0,13,3,0,-4,0.0,0,0,0.0,0.5,0.0,0.0,1.0,0,0,0,0,0,2,2,0
East vs West 12,EvW,"April 20, 2024",Frank Lamparelli,Michael Todd,Michael Todd,Right,46.0,51.0,Toproll,,King's Move,Side,115.0,105.0,10.0,191.0,191.0,-0.0,Italy,United States Of America,0,0,0,domestic,0,50.0,45.5,100.0,male,male,False,False,161,455,2,0,7,1,3,13,0,0,0.0,0,-4,0.0,0.0,1.0,0.5,0.0,0,0,0,0,0,-2,0,2
East vs West 12,EvW,"April 20, 2024",Davit Samushia,Nurdalet Aidarkhan,Davit Samushia,Right,33.0,27.0,Press,Hook,Toproll,Hook,85.0,75.0,10.0,178.0,175.0,3.0,Georgia,Kazakhstan,0,0,0,domestic,1,82.4,53.4,54.5,male,male,True,False,91,91,4,2,5,0,9,7,0,7,1.0,0,2,1.0,0.833,0.5,0.667,0.5,0,0,0,0,0,0,0,0
East vs West 12,EvW,"April 20, 2024",Nurdalet Aidarkhan,Davit Samushia,Davit Samushia,Right,27.0,33.0,Toproll,Hook,Press,Hook,75.0,85.0,-10.0,175.0,178.0,-3.0,Kazakhstan,Georgia,0,0,0,domestic,0,53.4,82.4,45.5,male,male,False,True,91,91,5,0,4,2,7,9,0,2,1.0,0,7,1.0,0.667,0.5,0.833,0.5,0,0,0,0,0,0,0,0
East vs West 12,EvW,"April 20, 2024",Irakli Zirakashvili,Sasho Andreev,Irakli Zirakashvili,Right,27.0,28.0,Toproll,Press,Hook,,95.0,88.0,7.0,190.0,169.0,21.0,Georgia,Bulgaria,0,0,0,domestic,1,58.5,42.9,59.6,male,male,False,False,91,161,5,1,2,0,10,4,0,2,0.6,0,2,0.67,0.667,0.5,0.4,0.5,0,0,0,0,0,-1,1,2
East vs West 12,EvW,"April 20, 2024",Sasho Andreev,Irakli Zirakashvili,Irakli Zirakashvili,Right,28.0,27.0,Hook,,Toproll,Press,88.0,95.0,-7.0,169.0,190.0,-21.0,Bulgaria,Georgia,0,0,0,domestic,0,42.9,58.5,40.4,male,male,False,False,161,91,2,0,5,1,4,10,0,2,0.67,0,2,0.6,0.4,0.5,0.667,0.5,0,0,0,0,0,1,2,1
East vs West 12,EvW,"April 20, 2024",Alex Kurdecha,Georgi Tsvetkov,Alex Kurdecha,Right,36.0,36.0,Toproll,Press,Toproll,Side,150.0,165.0,-15.0,201.0,190.0,11.0,Poland,Bulgaria,0,0,0,domestic,1,58.5,53.3,50.0,male,male,False,False,91,161,3,1,6,1,9,11,0,0,0.33,0,2,0.67,0.286,0.0,0.571,0.5,-1,0,1,0,0,-4,1,5
East vs West 12,EvW,"April 20, 2024",Georgi Tsvetkov,Alex Kurdecha,Alex Kurdecha,Right,36.0,36.0,Toproll,Side,Toproll,Press,165.0,150.0,15.0,190.0,201.0,-11.0,Bulgaria,Poland,0,0,0,domestic,0,53.3,58.5,50.0,male,male,False,False,161,91,6,1,3,1,11,9,0,2,0.67,0,0,0.33,0.571,0.5,0.286,0.0,-1,1,0,0,0,4,5,1
East vs West 12,EvW,"April 20, 2024",Alizhan Muratov,Ermes Gasparini,Alizhan Muratov,Left,27.0,31.0,Toproll,Hook,Toproll,Press,104.0,130.0,-26.0,180.0,188.0,-8.0,Kazakhstan,Italy,0,0,0,domestic,1,53.4,58.5,50.0,male,male,False,False,91,133,10,2,5,0,19,8,3,0,1.0,0,0,0.4,1.0,0.5,0.6,0.667,0,0,0,0,0,0,0,0
East vs West 12,EvW,"April 20, 2024",Ermes Gasparini,Alizhan Muratov,Alizhan Muratov,Left,31.0,27.0,Toproll,Press,Toproll,Hook,130.0,104.0,26.0,188.0,180.0,8.0,Italy,Kazakhstan,0,0,0,domestic,0,58.5,53.4,50.0,male,male,False,False,133,91,5,0,10,2,8,19,0,0,0.4,3,0,1.0,0.6,0.667,1.0,0.5,0,0,0,0,0,0,0,0
East vs West 12,EvW,"April 20, 2024",Levan Saginashvili,Devon Larratt,Levan Saginashvili,Right,36.0,50.0,Toproll,Press,Toproll,King's Move,178.0,120.0,58.0,193.0,196.0,-3.0,Georgia,Canada,0,1,1,transatlantic,1,58.5,80.0,50.0,male,male,True,False,420,161,17,3,5,0,28,14,0,2,1.0,0,3,0.8,1.0,1.0,0.5,0.8,0,0,0,1,1,2,3,1
East vs West 12,EvW,"April 20, 2024",Devon Larratt,Levan Saginashvili,Levan Saginashvili,Right,50.0,36.0,Toproll,King's Move,Toproll,Press,120.0,178.0,-58.0,196.0,193.0,3.0,Canada,Georgia,1,0,-1,transatlantic,0,80.0,58.5,50.0,male,male,False,True,161,420,5,0,17,3,14,28,0,3,0.8,0,2,1.0,0.5,0.8,1.0,1.0,0,0,0,1,-1,-2,1,3
East vs West 11,EvW,"January 20, 2024",Aymeric Pradines,Robbie Topie,Aymeric Pradines,Left,39.0,46.0,Toproll,Hook,Toproll,Hook,100.0,114.0,-14.0,180.0,185.0,-5.0,France,United States Of America,0,0,0,domestic,1,53.4,53.4,50.0,male,male,False,False,0,0,5,0,0,0,5,2,0,0,0.0,0,0,0.0,1.0,0.5,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 11,EvW,"January 20, 2024",Robbie Topie,Aymeric Pradines,Aymeric Pradines,Left,46.0,39.0,Toproll,Hook,Toproll,Hook,114.0,100.0,14.0,185.0,180.0,5.0,United States Of America,France,0,0,0,domestic,0,53.4,53.4,50.0,male,male,False,False,0,0,0,0,5,0,2,5,0,0,0.0,0,0,0.0,0.0,0.5,1.0,0.5,0,0,0,0,0,0,0,0
East vs West 11,EvW,"January 20, 2024",Nurdalet Aidarkhan,Vala Ichqiti,Nurdalet Aidarkhan,Right,27.0,25.0,Toproll,Hook,Side,Hook,75.0,85.0,-10.0,175.0,175.0,0.0,Kazakhstan,Georgia,0,0,0,domestic,1,53.4,47.4,57.1,male,male,False,False,364,147,3,1,7,0,5,8,0,0,0.0,0,0,0.0,0.667,0.5,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 11,EvW,"January 20, 2024",Vala Ichqiti,Nurdalet Aidarkhan,Nurdalet Aidarkhan,Right,25.0,27.0,Side,Hook,Toproll,Hook,85.0,75.0,10.0,175.0,175.0,-0.0,Georgia,Kazakhstan,0,0,0,domestic,0,47.4,53.4,42.9,male,male,False,False,147,364,7,0,3,1,8,5,0,0,0.0,0,0,0.0,0.0,0.5,0.667,0.5,0,0,0,0,0,0,0,0
East vs West 11,EvW,"January 20, 2024",Oleg Petrenko,Marcio Barboza,Oleg Petrenko,Right,29.0,52.0,Side,Toproll,Toproll,Hook,104.0,111.0,-7.0,180.0,183.0,-3.0,Ukraine,Brazil,0,1,1,transatlantic,1,69.2,53.4,42.9,male,male,False,False,175,574,8,1,3,0,13,5,0,0,0.5,0,0,0.67,0.714,0.5,0.0,0.5,0,0,0,0,0,-1,0,1
East vs West 11,EvW,"January 20, 2024",Marcio Barboza,Oleg Petrenko,Oleg Petrenko,Right,52.0,29.0,Toproll,Hook,Side,Toproll,111.0,104.0,7.0,183.0,180.0,3.0,Brazil,Ukraine,1,0,-1,transatlantic,0,53.4,69.2,57.1,male,male,False,False,574,175,3,0,8,1,5,13,0,0,0.67,0,0,0.5,0.0,0.5,0.714,0.5,0,0,0,0,0,1,1,0
East vs West 11,EvW,"January 20, 2024",Oleg Zhokh,Avtandil Tutberidze,Oleg Zhokh,Left,32.0,27.0,Toproll,Hook,Toproll,,85.0,80.0,5.0,183.0,178.0,5.0,Ukraine,Georgia,0,0,0,domestic,1,53.4,50.0,50.0,male,male,False,False,532,0,9,3,0,0,20,0,0,0,0.5,0,0,0.0,0.6,0.5,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 11,EvW,"January 20, 2024",Avtandil Tutberidze,Oleg Zhokh,Oleg Zhokh,Left,27.0,32.0,Toproll,,Toproll,Hook,80.0,85.0,-5.0,178.0,183.0,-5.0,Georgia,Ukraine,0,0,0,domestic,0,50.0,53.4,50.0,male,male,False,False,0,532,0,0,9,3,0,20,0,0,0.0,0,0,0.5,0.0,0.5,0.6,0.5,0,0,0,0,0,0,0,0
East vs West 11,EvW,"January 20, 2024",Mindaugas Tarasaitis,Daniel Procopciuc,Mindaugas Tarasaitis,Right,34.0,24.0,Toproll,Side,Hook,Toproll,76.0,78.0,-2.0,178.0,171.0,7.0,Lithuania,Moldova,0,0,0,domestic,1,53.3,39.7,59.6,male,male,False,False,175,175,1,0,8,2,2,18,0,2,0.75,0,0,0.75,0.778,0.5,0.5,0.5,0,0,0,0,0,0,0,0
East vs West 11,EvW,"January 20, 2024",Daniel Procopciuc,Mindaugas Tarasaitis,Mindaugas Tarasaitis,Right,24.0,34.0,Hook,Toproll,Toproll,Side,78.0,76.0,2.0,171.0,178.0,-7.0,Moldova,Lithuania,0,0,0,domestic,0,39.7,53.3,40.4,male,male,False,False,175,175,8,2,1,0,18,2,0,0,0.75,0,2,0.75,0.5,0.5,0.778,0.5,0,0,0,0,0,0,0,0
East vs West 11,EvW,"January 20, 2024",Artem Taynov,Zurab Tavberidze,Artem Taynov,Left,36.0,28.0,Toproll,Press,Hook,Side,95.0,105.0,-10.0,181.0,180.0,1.0,Russia,Georgia,0,0,0,domestic,1,58.5,44.2,59.6,male,male,False,False,70,259,10,2,4,1,16,7,0,0,0.0,0,3,0.6,0.667,0.5,0.455,1.0,0,0,0,0,0,0,0,0
East vs West 11,EvW,"January 20, 2024",Zurab Tavberidze,Artem Taynov,Artem Taynov,Left,28.0,36.0,Hook,Side,Toproll,Press,105.0,95.0,10.0,180.0,181.0,-1.0,Georgia,Russia,0,0,0,domestic,0,44.2,58.5,40.4,male,male,False,False,259,70,4,1,10,2,7,16,0,3,0.6,0,0,0.0,0.455,1.0,0.667,0.5,0,0,0,0,0,0,0,0
East vs West 11,EvW,"January 20, 2024",Irakli Zirakashvili,Paul Linn,Irakli Zirakashvili,Right,27.0,44.0,Toproll,Press,Side,Hook,95.0,95.0,0.0,190.0,183.0,7.0,Georgia,United States Of America,0,0,0,domestic,1,58.5,47.4,57.1,male,male,False,False,70,147,11,3,2,0,19,5,0,0,0.6,0,0,0.75,0.667,0.5,0.636,0.5,0,0,0,0,0,0,0,0
East vs West 11,EvW,"January 20, 2024",Paul Linn,Irakli Zirakashvili,Irakli Zirakashvili,Right,44.0,27.0,Side,Hook,Toproll,Press,95.0,95.0,-0.0,183.0,190.0,-7.0,United States Of America,Georgia,0,0,0,domestic,0,47.4,58.5,42.9,male,male,False,False,147,70,2,0,11,3,5,19,0,0,0.75,0,0,0.6,0.636,0.5,0.667,0.5,0,0,0,0,0,0,0,0
East vs West 11,EvW,"January 20, 2024",Matt Mask,Wagner Bortolato,Matt Mask,Right,43.0,44.0,Toproll,Hook,Hook,Press,114.0,151.0,-37.0,196.0,188.0,8.0,Canada,Brazil,1,1,0,domestic,1,53.4,37.2,59.6,male,male,False,False,70,175,9,1,4,0,16,8,0,0,0.2,0,0,0.33,1.0,0.455,0.0,0.333,0,0,0,0,0,2,3,1
East vs West 11,EvW,"January 20, 2024",Wagner Bortolato,Matt Mask,Matt Mask,Right,44.0,43.0,Hook,Press,Toproll,Hook,151.0,114.0,37.0,188.0,196.0,-8.0,Brazil,Canada,1,1,0,domestic,0,37.2,53.4,40.4,male,male,False,False,175,70,4,0,9,1,8,16,0,0,0.33,0,0,0.2,0.0,0.333,1.0,0.455,0,0,0,0,0,-2,1,3
East vs West 11,EvW,"January 20, 2024",Davit Samushia,Vladimir Maiorov,Davit Samushia,Right,33.0,31.0,Press,Hook,Hook,,85.0,85.0,0.0,178.0,179.0,-1.0,Georgia,Russia,0,0,0,domestic,1,82.4,42.9,83.3,male,male,False,False,70,0,10,1,1,0,16,2,0,6,1.0,0,0,0.0,0.833,0.5,0.333,0.5,0,0,0,0,0,0,0,0
East vs West 11,EvW,"January 20, 2024",Vladimir Maiorov,Davit Samushia,Davit Samushia,Right,31.0,33.0,Hook,,Press,Hook,85.0,85.0,-0.0,179.0,178.0,1.0,Russia,Georgia,0,0,0,domestic,0,42.9,82.4,16.7,male,male,False,False,0,70,1,0,10,1,2,16,0,0,0.0,0,6,1.0,0.333,0.5,0.833,0.5,0,0,0,0,0,0,0,0
East vs West 11,EvW,"January 20, 2024",Ivan Matyushenko,Rino Masic,Ivan Matyushenko,Left,40.0,21.0,Hook,,Press,Hook,114.0,115.0,-1.0,192.0,187.0,5.0,Russia,Croatia,0,0,0,domestic,1,42.9,82.4,16.7,male,male,False,False,70,175,13,2,0,0,21,0,0,0,1.0,0,0,0.0,0.667,0.5,0.75,0.5,0,0,0,0,0,0,0,0
East vs West 11,EvW,"January 20, 2024",Rino Masic,Ivan Matyushenko,Ivan Matyushenko,Left,21.0,40.0,Press,Hook,Hook,,115.0,114.0,1.0,187.0,192.0,-5.0,Croatia,Russia,0,0,0,domestic,0,82.4,42.9,83.3,male,male,False,False,175,70,0,0,13,2,0,21,0,0,0.0,0,0,1.0,0.75,0.5,0.667,0.5,0,0,0,0,0,0,0,0
East vs West 11,EvW,"January 20, 2024",Krasimir Kostadinov,John Brzenk,Krasimir Kostadinov,Right,37.0,60.0,Hook,Side,Hook,Toproll,104.0,104.0,0.0,180.0,181.0,-1.0,Bulgaria,United States Of America,0,0,0,domestic,1,44.2,39.7,50.0,male,male,False,False,119,70,2,2,9,0,6,16,0,0,0.33,0,-3,0.2,0.5,0.5,0.4,0.0,0,0,0,0,0,-3,0,3
East vs West 11,EvW,"January 20, 2024",John Brzenk,Krasimir Kostadinov,Krasimir Kostadinov,Right,60.0,37.0,Hook,Toproll,Hook,Side,104.0,104.0,-0.0,181.0,180.0,1.0,United States Of America,Bulgaria,0,0,0,domestic,0,39.7,44.2,50.0,male,male,False,False,70,119,9,0,2,2,16,6,0,-3,0.2,0,0,0.33,0.4,0.0,0.5,0.5,0,0,0,0,0,3,3,0
East vs West 11,EvW,"January 20, 2024",Alizhan Muratov,Evgeny Prudnik,Alizhan Muratov,Left,27.0,37.0,Toproll,Hook,Hook,Toproll,104.0,115.0,-11.0,180.0,185.0,-5.0,Kazakhstan,Ukraine,0,0,0,domestic,1,53.4,39.7,59.6,male,male,False,False,259,147,4,1,7,2,8,12,2,0,1.0,0,0,0.6,1.0,0.5,0.5,0.5,0,0,0,0,0,0,0,0
East vs West 11,EvW,"January 20, 2024",Evgeny Prudnik,Alizhan Muratov,Alizhan Muratov,Left,37.0,27.0,Hook,Toproll,Toproll,Hook,115.0,104.0,11.0,185.0,180.0,5.0,Ukraine,Kazakhstan,0,0,0,domestic,0,39.7,53.4,40.4,male,male,False,False,147,259,7,2,4,1,12,8,0,0,0.6,2,0,1.0,0.5,0.5,1.0,0.5,0,0,0,0,0,0,0,0
East vs West 11,EvW,"January 20, 2024",David Dadikyan,Todd Hutchings,David Dadikyan,Right,26.0,58.0,Hook,,Side,Press,115.0,98.0,17.0,185.0,180.0,5.0,Armenia,United States Of America,0,0,0,domestic,1,42.9,58.3,32.1,male,male,False,False,147,70,2,2,13,1,4,25,0,0,0.67,0,2,0.8,0.714,0.5,0.75,0.5,0,0,0,0,0,1,1,0
East vs West 11,EvW,"January 20, 2024",Todd Hutchings,David Dadikyan,David Dadikyan,Right,58.0,26.0,Side,Press,Hook,,98.0,115.0,-17.0,180.0,185.0,-5.0,United States Of America,Armenia,0,0,0,domestic,0,58.3,42.9,67.9,male,male,False,False,70,147,13,1,2,2,25,4,0,2,0.8,0,0,0.67,0.75,0.5,0.714,0.5,0,0,0,0,0,-1,0,1
East vs West 11,EvW,"January 20, 2024",Artyom Morozov,Alex Kurdecha,Artyom Morozov,Left,27.0,36.0,Toproll,Hook,Toproll,Press,142.0,150.0,-8.0,195.0,201.0,-6.0,Kazakhstan,Poland,0,0,0,domestic,1,53.4,58.5,50.0,male,male,True,False,175,574,9,2,4,0,16,6,5,0,0.8,0,0,0.5,0.733,1.0,0.286,0.0,0,0,0,0,0,0,0,0
East vs West 11,EvW,"January 20, 2024",Alex Kurdecha,Artyom Morozov,Artyom Morozov,Left,36.0,27.0,Toproll,Press,Toproll,Hook,150.0,142.0,8.0,201.0,195.0,6.0,Poland,Kazakhstan,0,0,0,domestic,0,58.5,53.4,50.0,male,male,False,True,574,175,4,0,9,2,6,16,0,0,0.5,5,0,0.8,0.286,0.0,0.733,1.0,0,0,0,0,0,0,0,0
East vs West X,EvW,"November 11, 2023",Fia Reisek,Rosa Acosta (Boltadano),Fia Reisek,Right,40.0,42.0,Toproll,,Toproll,Side,71.0,64.0,7.0,170.0,168.0,2.0,Sweden,Dominican Republic,0,1,1,transatlantic,1,50.0,53.3,50.0,male,male,False,False,637,0,1,0,0,0,2,0,0,0,0.0,0,0,0.0,1.0,1.0,0.5,0.0,0,0,0,0,0,0,0,0
East vs West X,EvW,"November 11, 2023",Rosa Acosta (Boltadano),Fia Reisek,Fia Reisek,Right,42.0,40.0,Toproll,Side,Toproll,,64.0,71.0,-7.0,168.0,170.0,-2.0,Dominican Republic,Sweden,1,0,-1,transatlantic,0,53.3,50.0,50.0,male,male,False,False,0,637,0,0,1,0,0,2,0,0,0.0,0,0,0.0,0.5,0.0,1.0,1.0,0,0,0,0,0,0,0,0
East vs West X,EvW,"November 11, 2023",Frank Lamparelli,Matt Mask,Frank Lamparelli,Right,46.0,43.0,Toproll,,Toproll,Hook,115.0,114.0,1.0,191.0,196.0,-5.0,Italy,Canada,0,1,1,transatlantic,1,50.0,53.4,50.0,male,male,False,False,0,49,1,0,5,0,4,6,0,0,0.0,0,0,0.2,0.0,1.0,1.0,0.455,0,0,0,0,0,0,0,0
East vs West X,EvW,"November 11, 2023",Matt Mask,Frank Lamparelli,Frank Lamparelli,Right,43.0,46.0,Toproll,Hook,Toproll,,114.0,115.0,-1.0,196.0,191.0,5.0,Canada,Italy,1,0,-1,transatlantic,0,53.4,50.0,50.0,male,male,False,False,49,0,5,0,1,0,6,4,0,0,0.2,0,0,0.0,1.0,0.455,0.0,1.0,0,0,0,0,0,0,0,0
